loan_status,person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y
1,0.09375,0.04176671002424619,0.0,0.855072463768116,0.06741573033707865,0.4096385542168675,0.03571428571428571,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,0.046875,0.036349632377501745,0.17073170731707318,0.855072463768116,0.7415730337078654,0.45783132530120485,0.03571428571428571,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0.046875,0.04322855469931977,0.14634146341463417,0.855072463768116,0.5511235955056182,0.3975903614457832,0.03571428571428571,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0.046875,0.04568264609604949,0.17073170731707318,0.855072463768116,0.29382022471910124,0.3734939759036145,0.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0.078125,0.0569805048079757,0.21951219512195122,0.855072463768116,0.1393258426966293,0.30120481927710846,0.07142857142857142,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.09375,0.1355743045431146,0.0975609756097561,0.2753623188405797,0.5921348314606742,0.04819277108433735,0.03571428571428571,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0,0.09375,0.13415175676790858,0.0,0.5652173913043479,0.3404494382022473,0.08433734939759038,0.03571428571428571,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0.078125,0.06091019479473264,0.21951219512195122,0.855072463768116,0.10505617977528092,0.2771084337349398,0.07142857142857142,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
0,0.015625,0.0623838285397665,0.0,0.855072463768116,0.03202247191011237,0.2771084337349398,0.07142857142857142,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
0,0.03125,0.1331182483013915,0.14634146341463417,0.3333333333333333,0.3460674157303371,0.04819277108433735,0.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0.078125,0.10701037045187506,0.21951219512195122,0.7101449275362319,0.5775280898876405,0.12048192771084339,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0.03125,0.0324199423907448,0.14634146341463417,0.8289855072463768,0.5938202247191013,0.5060240963855422,0.03571428571428571,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0.03125,0.003929689986756945,0.17073170731707318,0.028985507246376812,0.5292134831460675,0.15662650602409642,0.03571428571428571,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.09375,0.12575007957622222,0.24390243902439024,0.7971014492753623,0.3129213483146068,0.13253012048192772,0.03571428571428571,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0,0.078125,0.1252588683278776,0.21951219512195122,0.5652173913043479,0.50561797752809,0.0963855421686747,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0625,0.12329402333449914,0.21951219512195122,0.263768115942029,0.08820224719101127,0.04819277108433735,0.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.078125,0.12083796709277606,0.04878048780487805,0.7101449275362319,0.4533707865168541,0.12048192771084339,0.07142857142857142,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1,0.015625,0.003929689986756945,0.14634146341463417,0.07246376811594203,0.4601123595505619,0.30120481927710846,0.03571428571428571,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.046875,0.029963886149021703,0.04878048780487805,0.7971014492753623,0.1393258426966293,0.5180722891566265,0.0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1,0.09375,0.03978811111591407,0.04878048780487805,0.7971014492753623,0.11629213483146073,0.3975903614457832,0.03571428571428571,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
1,0.09375,0.003929689986756945,0.04878048780487805,0.16231884057971013,0.11741573033707864,0.6144578313253013,0.03571428571428571,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1,0.03125,0.04126174486094792,0.14634146341463417,0.7971014492753623,0.252247191011236,0.3855421686746988,0.03571428571428571,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0.015625,0.003929689986756945,0.0,0.1072463768115942,0.452808988764045,0.42168674698795183,0.07142857142857142,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0.03125,0.003929689986756945,0.14634146341463417,0.12318840579710146,0.09662921348314607,0.48192771084337355,0.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,0.0625,0.03880765346421821,0.0,0.7971014492753623,0.5938202247191013,0.4096385542168675,0.07142857142857142,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0.0625,0.12083796709277606,0.04878048780487805,0.5072463768115942,0.4247191011235956,0.08433734939759038,0.03571428571428571,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.078125,0.04715627984108334,0.12195121951219512,0.7971014492753623,0.4084269662921349,0.33734939759036153,0.03571428571428571,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0.09375,0.05206839232452952,0.24390243902439024,0.7971014492753623,0.19550561797752813,0.30120481927710846,0.0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.046875,0.07230629575632778,0.17073170731707318,0.7971014492753623,0.3196629213483147,0.22891566265060243,0.0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0.015625,0.003929689986756945,0.12195121951219512,0.07971014492753624,0.5764044943820226,0.32530120481927716,0.03571428571428571,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0.03125,0.0324199423907448,0.0975609756097561,0.782608695652174,0.4292134831460675,0.4698795180722892,0.03571428571428571,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.09375,0.03399181838544758,0.12195121951219512,0.7695652173913043,0.5730337078651686,0.44578313253012053,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0.0625,0.03880568861922483,0.12195121951219512,0.7681159420289855,0.4533707865168541,0.3975903614457832,0.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0.046875,0.028735858028160158,0.17073170731707318,0.7391304347826088,0.3533707865168541,0.5060240963855422,0.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0.046875,0.0569805048079757,0.024390243902439025,0.727536231884058,0.4084269662921349,0.2530120481927711,0.03571428571428571,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0.0625,0.0041065260361610074,0.04878048780487805,0.0318840579710145,0.45786516853932596,0.15662650602409642,0.03571428571428571,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1,0.03125,0.027507829907298612,0.0,0.7239130434782609,0.3129213483146068,0.5060240963855422,0.03571428571428571,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0.078125,0.11297858711926216,0.07317073170731708,0.5652173913043479,0.49719101123595516,0.10843373493975904,0.07142857142857142,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0.0625,0.11297858711926216,0.1951219512195122,0.5652173913043479,0.19438202247191022,0.10843373493975904,0.07142857142857142,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0,0.09375,0.11297858711926216,0.24390243902439024,0.6115942028985507,0.3797752808988765,0.10843373493975904,0.03571428571428571,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1,0.078125,0.10659480573577551,0.14634146341463417,0.33043478260869563,0.50561797752809,0.06024096385542169,0.03571428571428571,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.09375,0.11224177024674524,0.0,0.7101449275362319,0.49157303370786526,0.13253012048192772,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0.078125,0.11101374212588369,0.12195121951219512,0.9999999999999999,0.4814606741573035,0.18072289156626506,0.07142857142857142,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1,0.046875,0.03880568861922483,0.17073170731707318,0.7188405797101449,0.3129213483146068,0.3614457831325301,0.03571428571428571,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0.03125,0.0042244167357637155,0.0975609756097561,0.043478260869565216,0.0,0.1927710843373494,0.07142857142857142,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
0,0.078125,0.0042244167357637155,0.07317073170731708,0.03623188405797101,0.4601123595505619,0.16867469879518077,0.03571428571428571,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1,0.015625,0.018911633061267797,0.07317073170731708,0.7101449275362319,0.4106741573033709,0.710843373493976,0.03571428571428571,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.078125,0.0043305183654061535,0.0,0.07246376811594203,0.41853932584269665,0.2771084337349398,0.07142857142857142,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.0625,0.004401252785167778,0.024390243902439025,0.09130434782608696,0.252247191011236,0.33734939759036153,0.03571428571428571,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0,0.09375,0.10904889713250522,0.0975609756097561,0.5652173913043479,0.3410112359550563,0.10843373493975904,0.07142857142857142,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0,0.078125,0.1085576858841606,0.0,0.855072463768116,0.8140449438202249,0.15662650602409642,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.09375,0.10266315090402518,0.14634146341463417,0.9999999999999999,0.29382022471910124,0.1927710843373494,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0.0625,0.004401252785167778,0.0,0.11594202898550725,0.3601123595505619,0.42168674698795183,0.07142857142857142,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0.046875,0.004418936390108185,0.0,0.05507246376811595,0.4533707865168541,0.21686746987951808,0.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.03125,0.018666027437095487,0.14634146341463417,0.7101449275362319,0.5151685393258427,0.7228915662650602,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0.09375,0.021613294927163195,0.04878048780487805,0.7101449275362319,0.23707865168539338,0.6265060240963857,0.07142857142857142,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0.078125,0.004418936390108185,0.024390243902439025,0.08985507246376812,0.5151685393258427,0.33734939759036153,0.03571428571428571,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0.078125,0.01884286348649955,0.024390243902439025,0.7101449275362319,0.6140449438202249,0.710843373493976,0.03571428571428571,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0.015625,0.022104506175507813,0.0975609756097561,0.7101449275362319,0.3129213483146068,0.6144578313253013,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0.078125,0.1085576858841606,0.0,0.7101449275362319,0.7443820224719104,0.13253012048192772,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0,0.09375,0.1085576858841606,0.024390243902439025,0.07246376811594203,0.21910112359550565,0.012048192771084338,0.07142857142857142,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.046875,0.1085576858841606,0.1951219512195122,0.20289855072463767,0.18033707865168547,0.03614457831325301,0.0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.09375,0.1085576858841606,0.04878048780487805,0.7101449275362319,0.2617977528089888,0.13253012048192772,0.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0.03125,0.022332428194739715,0.12195121951219512,0.7101449275362319,0.3601123595505619,0.6144578313253013,0.03571428571428571,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0.046875,0.02259571742385243,0.024390243902439025,0.7101449275362319,0.1393258426966293,0.6024096385542169,0.03571428571428571,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,0.078125,0.02259571742385243,0.0975609756097561,0.7101449275362319,0.03202247191011237,0.6024096385542169,0.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1,0.0625,0.01964844993378472,0.04878048780487805,0.7101449275362319,0.556741573033708,0.6867469879518072,0.0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0.046875,0.02259571742385243,0.024390243902439025,0.7101449275362319,0.3601123595505619,0.6024096385542169,0.07142857142857142,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0.03125,0.02259768226884581,0.0,0.7101449275362319,0.2775280898876405,0.6024096385542169,0.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0.03125,0.02259768226884581,0.07317073170731708,0.7101449275362319,0.3825842696629214,0.6024096385542169,0.03571428571428571,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1,0.03125,0.02357813992054167,0.04878048780487805,0.7101449275362319,0.3196629213483147,0.5783132530120482,0.07142857142857142,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0.046875,0.004519143484770487,0.07317073170731708,0.1289855072463768,0.1393258426966293,0.45783132530120485,0.07142857142857142,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.0625,0.10610162964243751,0.024390243902439025,0.7101449275362319,0.3460674157303371,0.13253012048192772,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0.046875,0.10413678464905904,0.12195121951219512,0.5942028985507246,0.19550561797752813,0.12048192771084339,0.03571428571428571,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.078125,0.10413678464905904,0.04878048780487805,0.7101449275362319,0.5983146067415732,0.14457831325301204,0.03571428571428571,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0.09375,0.10413678464905904,0.24390243902439024,0.5652173913043479,0.49438202247191027,0.10843373493975904,0.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.046875,0.10364557340071442,0.17073170731707318,0.9999999999999999,0.5264044943820225,0.1927710843373494,0.03571428571428571,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0.09375,0.10364557340071442,0.2682926829268293,0.3333333333333333,0.13820224719101126,0.07228915662650602,0.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1,0.046875,0.02357813992054167,0.024390243902439025,0.7101449275362319,0.43820224719101136,0.5783132530120482,0.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1,0.09375,0.02063087243047396,0.04878048780487805,0.7101449275362319,0.3617977528089888,0.6506024096385543,0.07142857142857142,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0.03125,0.024069351168886286,0.12195121951219512,0.7101449275362319,0.4500000000000001,0.5662650602409639,0.07142857142857142,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.09375,0.021122083678818578,0.0,0.7101449275362319,0.553932584269663,0.6385542168674699,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0.046875,0.021122083678818578,0.024390243902439025,0.7101449275362319,0.7028089887640452,0.6385542168674699,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0,0.046875,0.004519143484770487,0.04878048780487805,0.02608695652173913,0.21516853932584273,0.13253012048192772,0.07142857142857142,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0.015625,0.004519143484770487,0.0,0.11594202898550725,0.4247191011235956,0.4096385542168675,0.07142857142857142,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0,0.03125,0.10118951715899133,0.14634146341463417,0.4492753623188405,0.29213483146067415,0.0963855421686747,0.07142857142857142,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0.09375,0.10118951715899133,0.24390243902439024,0.6231884057971014,0.3601123595505619,0.12048192771084339,0.07142857142857142,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0.09375,0.021613294927163195,0.12195121951219512,0.7101449275362319,0.7308988764044946,0.6265060240963857,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1,0.046875,0.02505177366557552,0.0975609756097561,0.7101449275362319,0.3337078651685394,0.5421686746987953,0.03571428571428571,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0.046875,0.02505177366557552,0.0975609756097561,0.7101449275362319,0.5747191011235957,0.5421686746987953,0.03571428571428571,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0.0625,0.02513233231030404,0.1951219512195122,0.7101449275362319,0.43820224719101136,0.5421686746987953,0.07142857142857142,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0.09375,0.02554298491392014,0.0975609756097561,0.7101449275362319,0.41853932584269665,0.5421686746987953,0.0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
